"words","freq"
"feisal",1
"feldstein",1
"felipe",1
"fell",1
"fellow",11
"felon",5
"felonies",6
"felons",13
"felony",11
"felt",5
"fema",2
"female",14
"fence",3
"fences",1
"fencing",1
"feral",2
"ferguson",10
"fernandez",2
"ferre",1
"fertile",1
"fertility",1
"fertilization",1
"fertilizer",1
"fervently",1
"festival",3
"fetched",1
"fetish",1
"fetus",2
"fetuses",1
"fewer",38
"fewerpeople",1
"fewerwars",1
"fewest",7
"fiat",1
"fictional",1
"fidel",1
"fiduciary",1
"field",12
"fields",6
"fifa",1
"fifteen",6
"fifth",12
"fifthgrader",1
"fifthhighest",2
"fifty",6
"fiftyone",1
"fiftyseven",1
"fiftythree",2
"fight",26
"fighter",1
"fighters",4
"fighting",17
"fights",3
"figure",7
"figures",10
"file",4
"filed",6
"filers",2
"filibuster",6
"filibustered",2
"filibusters",3
"filing",3
"filings",2
"filipino",1
"fill",10
"filled",6
"filler",1
"filling",3
"fillup",1
"film",8
"filmed",1
"films",3
"filtered",1
"final",5
"finally",5
"finance",14
"financed",1
"finances",3
"financial",49
"financiers",1
"financing",8
"fincher",2
"find",32
"finding",2
"finds",3
"fine",14
"fined",4
"finely",1
"fines",4
"finest",1
"fingerprint",1
"fingerprinting",2
"fingerprints",1
"finish",6
"finished",4
"finishing",1
"finite",1
"finland",3
"fiorina",2
"fiorinas",1
"fiorinasaying",1
"fire",34
"firearm",13
"firearms",21
"fired",16
"firefighter",4
"firefighters",13
"firefighting",1
"firemen",2
"fires",2
"fireworks",1
"fireworksrelated",1
"firing",3
"firm",5
"firms",5
"first",254
"firstdegree",1
"firstenergys",1
"firstoffenders",1
"firsts",1
"firsttime",1
"fisa",1
"fiscal",30
"fiscalcliff",1
"fiscally",1
"fish",9
"fisher",3
"fishers",1
"fishing",4
"fit",2
"fitness",1
"fitzgerald",2
"five",121
"fivefold",1
"fiveplus",1
"fivestar",1
"fivethirtyeight",1
"fiveweek",1
"fiveyearsold",1
"fix",14
"fixed",3
"fixes",3
"fixing",2
"fla",4
"flag",19
"flagburning",1
"flagged",1
"flagging",1
"flags",3
"flat",14
"flatlined",1
"flatout",1
"flavored",1
"flaw",2
"flawed",2
"fled",1
"flee",1
"fleeing",3
"fleet",3
"flew",3
"flexible",1
"flicker",1
"flies",2
"flight",4
"flights",5
"flint",4
"flip",2
"flipflopflipped",1
"flipflopped",17
"flipflopping",1
"flipped",1
"flood",6
"floodgates",1
"flooding",4
"floor",8
"flores",2
"florida",215
"floridas",34
"floridian",2
"floridians",21
"florists",1
"floundering",1
"flow",6
"flowed",1
"flowering",1
"flowers",1
"flowing",1
"flows",1
"flu",5
"flunked",1
"fluorescent",3
"fluoridation",2
"fluoride",1
"flush",1
"fly",5
"flying",5
"flynn",1
"focused",6
"focusing",2
"folks",23
"follow",2
"followed",5
"followers",2
"following",11
"follows",2
"followup",1
"food",62
"foods",2
"fool",1
"fooled",1
"foolproof",1
"fools",1
"foot",2
"footage",2
"football",15
"footballs",1
"footed",1
"footing",1
"footprint",2
"forbes",1
"forbidden",3
"force",58
"forced",39
"forces",21
"forcible",3
"forcing",9
"forcommunist",1
"ford",3
"forecasters",1
"forecasting",1
"foreclosure",9
"foreclosures",6
"foreign",60
"foreignborn",2
"foreigncontrolled",1
"foreigners",2
"foreleg",1
"foremost",1
"forensic",1
"forest",4
"forests",1
"forever",3
"forfeit",1
"forfeiture",3
"forged",1
"forget",2
"forgiving",1
"form",20
"formal",2
"formammograms",1
"formation",1
"formed",4
"former",52
"forms",4
"formula",4
"formulated",1
"foroil",1
"forprofit",5
"forstate",1
"fort",7
"forth",1
"forthcoming",1
"fortune",8
"forty",10
"fortyfive",4
"fortyseven",3
"fortysix",2
"fortythree",1
"forum",3
"forums",1
"forward",16
"fossil",3
"foster",3
"fosters",1
"fought",18
"foul",1
"found",48
"foundation",18
"foundations",1
"founded",7
"founder",4
"founders",4
"founding",1
"four",149
"fourcounty",1
"fourday",1
"fourteen",1
"fourth",10
"fourthgrade",1
"fourthgraders",1
"fourthhighest",1
"fourthlargest",1
"fourthlowest",1
"fourthpoorest",1
"fourthquarter",1
"fouryear",17
"fouryearolds",2
"fox",20
"fracked",1
"fracking",7
"fraction",3
"fragile",1
"frame",1
"framers",1
"frames",2
"fran",1
"france",5
"franchise",2
"franchised",1
"franchises",2
"francis",2
"francisco",3
"frank",9
"frankel",3
"franken",1
"franklin",8
"frankly",7
"frated",1
"fraud",42
"fraudulent",3
"fred",2
"freddie",7
"frederica",2
"freds",1
"free",58
"freed",2
"freedom",13
"freedoms",1
"freeing",1
"freeloaders",1
"freely",1
"freerange",1
"freeway",3
"freeways",1
"freeze",7
"french",1
"frequency",1
"frequent",1
"frequently",2
"fresh",3
"freshfromfloridacom",1
"freshman",2
"freshmen",3
"freshwater",1
"friday",2
"friedan",1
"friend",5
"friendly",1
"friends",16
"friendship",1
"fringe",1
"frishe",1
"frisked",1
"fritz",1
"frivolous",1
"fromcalifornia",1
"fromsolantic",1
"front",8
"frontage",1
"frontline",1
"frontman",1
"froze",4
"frozen",1
"frustration",1
"frustrations",1
"fry",1
"fsas",1
"fudge",1
"fuel",12
"fueled",1
"fuelefficiency",1
"fuels",5
"fulfilled",2
"full",32
"fullday",1
"fullest",1
"fullscale",1
"fulltime",9
"fully",20
"fullyear",1
"fulton",6
"fumes",1
"function",5
"functionally",2
"functioning",1
"fund",91
"fundamental",1
"fundamentally",2
"funded",27
"funding",132
"fundingfor",1
"fundputs",1
"fundraiser",6
"fundraisers",4
"fundraising",7
"funds",55
"funerals",1
"fung",5
"funnel",1
"funneled",4
"funneling",1
"funnels",1
"funny",1
"fur",1
"furious",1
"furloughed",1
"furniture",1
"futile",1
"future",17
"futures",2
"gabrielle",1
"gadhafi",2
"gaga",1
"gain",2
"gained",9
"gaining",1
"gainrevenue",1
"gains",24
"gallaghers",1
"gallego",1
"gallery",1
"gallon",26
"gallons",10
"gallup",2
"galveston",3
"gambler",1
"gamblers",2
"gambling",8
"game",6
"gamed",1
"games",10
"gaming",2
"gandhi",1
"gang",4
"gangintervention",1
"gangs",4
"ganley",2
"ganleys",1
"gao",2
"gaos",1
"gap",14
"garages",1
"garbage",3
"garbageburning",1
"garcia",5
"garden",2
"gardening",2
"gardner",4
"garland",2
"garlandvoted",1
"garnisheed",1
"gary",1
"gas",89
"gases",3
"gasguzzling",1
"gasoline",19
"gaspard",1
"gastax",1
"gates",2
"gather",1
"gathered",1
"gatherings",1
"gatsas",1
"gattaca",1
"gauges",1
"gave",52
"gavel",1
"gavin",1
"gay",42
"gayadoption",1
"gaylord",1
"gays",5
"gaza",4
"gdp",28
"geared",2
"gecker",1
"ged",1
"gee",1
"geithner",2
"geithners",1
"gelber",1
"gelbers",1
"gemma",1
"gen",5
"gender",5
"genderwise",1
"general",72
"generals",3
"generate",7
"generated",8
"generates",6
"generation",10
"generations",2
"generators",1
"generic",1
"generosity",1
"generous",6
"genetic",2
"genetically",5
"geneva",3
"genital",1
"genocide",3
"gentrified",1
"geo",1
"geographic",3
"geography",1
"geopolitical",1
"george",90
"georgewill",1
"georgia",142
"georgians",9
"georgias",25
"gerald",5
"german",1
"germans",1
"germany",5
"gerrymandering",1
"gerrymanders",1
"gesture",1
"get",244
"gets",28
"getting",54
"gettysburg",1
"ghetto",1
"ghettos",1
"ghosts",1
"gianna",1
"giant",2
"giants",1
"gibbs",3
"giblets",1
"giffords",1
"gift",4
"gifts",3
"gig",1
"gill",1
"gillespie",1
"gillespies",2
"gillnets",1
"gimenez",1
"gimmick",1
"gina",3
"gingrey",4
"gingrich",19
"gingrichs",4
"ginsburg",1
"girl",6
"girlfriend",1
"girlfriends",1
"girls",12
"giuliani",3
"giulianis",1
"give",81
"giveaways",1
"given",46
"gives",23
"giveways",1
"giving",23
"glad",3
"gladly",1
"glarus",1
"glass",1
"glasses",2
"glasssteagall",2
"glaucoma",1
"glbt",1
"glen",1
"glenn",8
"global",32
"globalist",1
"globally",3
"globe",3
"gloria",1
"glorifying",1
"glow",1
"gmo",1
"gmos",1
"goal",11
"goals",4
"goat",1
"goats",1
"god",6
"godfathers",1
"gods",1
"goeb",1
"goes",33
"gogebic",3
"gohmert",1
"going",161
"gold",10
"golden",1
"goldman",5
"goldplated",1
"golf",7
"golfed",1
"goliad",1
"gone",66
"gonna",3
"gonzales",1
"gonzalo",1
"good",36
"goodbye",1
"goodlattes",1
"goodpaying",1
"goods",5
"goodwill",1
"google",6
"gop",36
"gops",2
"gorbachev",1
"gordon",2
"gore",4
"gores",2
"gorgonzola",1
"gorillas",1
"gospel",1
"got",112
"gotten",22
"gouging",1
"gov",180
"govchristie",1
"govern",2
"governing",4
"government",325
"governmental",1
"governmentassisted",1
"governmentcertified",1
"governmentcontrolled",2
"governmentefficiencytransparency",1
"governmentissued",1
"governmentmandated",1
"governmentrun",11
"governments",24
"governmentsanctioned",1
"governmentsponsored",1
"governor",183
"governorelect",2
"governors",38
"governorship",5
"governorwe",1
"govjaynixon",1
"govt",2
"gps",1
"grab",1
"grabbed",1
"grabbing",1
"grace",1
"grade",15
"graders",2
"grades",2
"gradinsurance",1
"grads",1
"gradually",1
"graduate",12
"graduated",3
"graduates",13
"graduating",4
"graduation",32
"grady",1
"graffiti",1
"graham",3
"gramm",1
"grand",5
"grandchildren",2
"grande",3
"grandfather",1
"grandfathered",1
"grandmasters",1
"grandmother",1
"grandparents",1
"granholm",1
"granite",6
"grant",14
"granted",7
"granting",1
"grants",14
"grass",1
"grassley",1
"grassroots",2
"grateful",1
"gration",1
"gravel",1
"graveyard",1
"gravy",1
"grayson",2
"great",48
"greater",22
"greaterwisconsinpoliticalfund",1
"greatest",7
"greatly",1
"greece",5
"greed",1
"green",12
"greene",5
"greenest",1
"greenhouse",7
"greenland",1
"greenlight",3
"greensboro",1
"greenspan",2
"greer",1
"greet",1
"greg",17
"grenada",1
"grew",20
"gridlock",1
"gridlocked",1
"griffith",1
"grimes",1
"grizzlies",1
"groceries",4
"grocery",8
"groomers",1
"groped",1
"groping",1
"gross",14
"grothman",2
"ground",15
"groundbreaking",1
"grounded",1
"groundlaw",1
"groundwater",2
"groundwork",1
"group",41
"groupfeeding",1
"groups",22
"grove",1
"grow",5
"growers",2
"growing",19
"growlers",1
"grown",26
"growth",78
"gruber",1
"gst",1
"gsu",1
"guantanamo",16
"guarantee",12
"guaranteed",7
"guaranteedcheck",1
"guaranteeing",2
"guarantees",1
"guard",16
"guardian",1
"guardians",1
"guards",1
"guardsmen",2
"guatemala",2
"guatemalan",1
"guatemalanamerican",1
"gubernatorial",13
"gudex",1
"guess",8
"guessed",1
"guest",1
"guevara",3
"guevaras",1
"guide",2
"guidelines",1
"guilty",5
"guinta",3
"guise",1
"gulag",1
"gulf",18
"gulp",1
"gun",127
"gunfilled",1
"gunfire",7
"gunfree",2
"gunrelated",1
"guns",63
"gunshot",1
"gunter",1
"gunviolence",1
"gunwalking",1
"gut",2
"gutierrez",1
"guts",2
"gutted",7
"gutting",2
"guy",14
"guys",3
"gwinnett",7
"gym",2
"gyms",1
"habit",1
"habitability",1
"habitat",1
"habits",3
"hack",1
"hacking",1
"hadnt",2
"hagan",1
"hagee",1
"hagel",3
"hagels",2
"hahn",1
"hair",2
"haiti",4
"haitian",2
"hales",1
"haley",1
"half",140
"halfbilliondollar",1
"halfcentury",1
"halftrue",9
"halfway",4
"hall",11
"halliburton",2
"halloween",1
"halls",1
"halt",1
"halting",1
"halve",1
"halvorson",1
"ham",3
"hamas",5
"hamburgers",1
"hamilton",2
"hammer",1
"hammers",3
"hampshire",24
"hampshires",2
"hand",9
"handed",2
"handel",3
"handful",3
"handgun",5
"handguns",8
"handing",3
"handinhand",1
"handles",1
"handling",2
"handout",1
"handpicked",2
"hands",11
"handsomely",1
"hani",1
"hank",2
"hannity",1
"hanover",1
"hansen",1
"happ",1
"happen",20
"happened",12
"happening",13
"happens",6
"happily",2
"happiness",2
"happy",2
"harass",1
"harassing",1
"harassment",6
"harbor",3
"harbored",1
"hard",14
"hardcore",3
"hardcover",1
"hardearned",3
"harder",10
"hardest",1
"harding",1
"hardline",1
"hardly",4
"hardware",1
"hardworking",3
"hardy",1
"haridopolos",2
"harm",6
"harmed",3
"harmful",3
"harmony",1
"harnessing",1
"harris",3
"harrisburg",2
"harry",22
"harshest",1
"harshness",1
"hartsfieldjackson",1
"harvard",5
"harvest",2
"harvey",3
"harwood",1
"hasan",1
"hasbeens",1
"haskilled",1
"haslam",2
"hasner",3
"hasners",1
"hasnt",33
"hass",1
"hassan",8
"hassans",3
"hastings",1
"hate",11
"hatecrimes",1
"hated",1
"hating",1
"hatred",1
"hats",1
"havechanged",1
"haven",2
"havens",2
"havent",19
"hawaii",3
"hawaiian",1
"hayne",1
"hayworth",2
"hazardous",1
"hazmat",1
"hblike",1
"hbthreaten",1
"head",14
"headed",9
"header",2
"heading",1
"headlines",1
"headquarter",1
"headquarters",8
"heads",4
"headstones",1
"headtohead",1
"health",600
"healthcare",22
"healthcaregov",3
"healthcaremedicaid",1
"healthcaremedicare",1
"healthcaretaxes",1
"healthier",2
"healthinsurance",2
"healthy",9
"hear",7
"heard",11
"hearing",13
"hearings",6
"hears",1
"heart",6
"heartland",1
"heartless",1
"hearts",1
"heath",1
"heatstroke",1
"heavens",1
"heaviest",1
"heavily",5
"heavy",2
"heck",6
"hed",8
"hedge",8
"hefty",2
"hegar",2
"heidi",1
"heinous",1
"heinrich",1
"held",24
"helicopter",3
"helicopters",2
"helium",1
"hell",9
"heller",2
"helmets",2
"help",65
"helped",53
"helpers",1
"helpful",1
"helping",13
"helpless",1
"helps",3
"hemisphere",2
"hemp",3
"henceforth",1
"henry",4
"herald",1
"herbert",2
"herd",1
"heres",4
"heritage",1
"herman",1
"hero",2
"heroics",1
"heroin",8
"herserverof",1
"hes",70
"hesecured",1
"heterosexual",2
"hewas",1
"hewent",2
"hewlettpackard",1
"hey",3
"hezbollah",2
"hice",1
"hickok",1
"hicks",1
"hid",1
"hidden",7
"hide",6
"hiding",1
"high",97
"highcost",1
"higher",112
"higherincome",1
"highest",131
"highestever",1
"highestincome",1
"highestpaid",1
"highestperforming",1
"highestrated",1
"highesttaxed",2
"highly",4
"highpaying",2
"highpowered",1
"highranking",1
"highrisk",1
"highs",1
"highspeed",13
"hightax",1
"highvalue",1
"highway",8
"highways",3
"hijacked",2
"hijackers",2
"hike",13
"hiked",2
"hikes",15
"hiking",2
"hill",3
"hillary",201
"hillarycare",2
"hillaryclintons",1
"hillarys",3
"hillsborough",2
"hillsboroughs",1
"himselfpay",1
"hindus",1
"hip",2
"hipaa",1
"hire",13
"hired",10
"hiring",8
"hiroshima",1
"hispanic",29
"hispanics",12
"historic",15
"historical",5
"historically",10
"history",146
"historypunditsabcnewsweek",1
"histv",1
"hit",11
"hitler",3
"hits",1
"hitting",1
"hiv",9
"hivaids",3
"hivaidsdrugs",1
"hln",1
"hmos",1
"hoarding",1
"hoax",2
"hobby",2
"hodes",1
"hodges",1
"hoekstra",1
"hog",1
"hogs",1
"hold",8
"holder",5
"holders",5
"holding",13
"holdings",1
"holds",5
"hole",5
"holes",3
"holiday",11
"holidays",4
"hollen",1
"hollowed",1
"holly",2
"hollywood",4
"hologram",1
"holperin",2
"holt",1
"holton",2
"holy",1
"hombre",1
"home",81
"homecoming",1
"homeland",10
"homeless",15
"homelessness",2
"homemortgage",1
"homeopathy",1
"homeowner",3
"homeowners",11
"homeownership",1
"homes",27
"homestead",2
"hometown",1
"homicide",11
"homicides",8
"homosexual",3
"homosexuality",4
"homosexuals",2
"honduran",1
"honduras",4
"honest",1
"honeyglazed",1
"honeymoon",1
"honor",4
"honorary",1
"honoring",3
"hood",7
"hook",10
"hooligans",1
"hoosiers",1
"hooters",1
"hoover",2
"hope",10
"hoped",2
"hopeful",3
"hopefully",1
"hopeless",1
"hopes",2
"hoping",2
"hopper",2
"horizons",1
"horn",1
"horrendous",3
"horribly",3
"horrific",2
"horror",1
"horse",6
"hortons",1
"hose",1
"hosni",1
"hospital",15
"hospitality",3
"hospitalized",1
"hospitals",19
"host",4
"hostage",2
"hostages",5
"hosted",1
"hot",1
"hotel",7
"hotelmotel",1
"hotline",2
"hottest",2
"hour",31
"hours",42
"house",198
"household",17
"households",16
"houses",4
"housing",23
"houston",18
"houstons",2
"houthi",1
"hovde",3
"hover",1
"howard",3
"howell",2
"however",2
"hpv",3
"hubs",1
"huckabee",8
"hud",2
"hudgens",1
"huey",2
"huge",23
"hughes",1
"huma",1
"human",18
"humana",1
"humancaused",1
"humanitarian",1
"humanjellyfish",1
"humans",10
"humayun",1
"humongous",1
"hundred",6
"hundreds",36
"hunger",2
"hungriest",1
"hungry",1
"hunt",4
"hunters",3
"hunting",9
"hunts",1
"huntsman",1
"hurd",4
"hurricane",10
"hurricanes",3
"hurt",8
"hurting",3
"hurtling",1
"hurts",1
"husband",6
"husbands",4
"hussein",7
"husseins",1
"husted",2
"hustleshows",1
"hut",1
"hutchison",6
"hutchisons",1
"hybrid",1
"hybrids",1
"hyde",2
"hydraulic",2
"hydrogen",1
"hydropower",1
"hypocrisy",2
"hypocrite",1
"hypocritically",1
"hypotheticals",1
"ibm",2
"ice",6
"iced",1
"iceland",1
"icons",1
"idaho",2
"idea",26
"ideas",8
"identical",3
"identifiable",2
"identification",11
"identified",5
"identify",4
"identity",3
"ideologue",1
"ideology",2
"idiots",1
"ids",2
"ied",1
"ifmercury",1
"ignore",3
"ignored",3
"ignores",1
"iii",1
"ill",6
"illegal",167
"illegalimmigration",1
"illegally",31
"illegals",9
"illicit",1
"illinois",31
"illiterate",2
"illness",5
"illnesses",4
"image",2
"imagery",1
"images",1
"imam",2
"imbalance",1
"imf",1
"imitation",1
"immediate",8
"immediately",14
"immigrant",15
"immigrants",106
"immigrantspay",1
"immigrate",1
"immigrated",1
"immigration",108
"imminent",2
"immokalee",1
"immunity",2
"immunizations",2
"impact",23
"impacted",1
"impacting",1
"impacts",1
"impaired",1
"impeach",1
"impeached",1
"impeachment",2
"impersonator",1
"implant",1
"implanted",1
"implement",5
"implementation",6
"implemented",7
"implementing",3
"implicated",1
"implications",1
"implied",1
"import",6
"importance",2
"important",14
"importantly",1
"imported",2
"importing",1
"impose",10
"imposed",4
"imposes",3
"imposing",2
"impossibility",1
"impossible",5
"impression",1
"impressive",1
"imprisoned",2
"imprisoning",1
"imprisonment",3
"imprisons",1
"improper",1
"improperly",1
"improve",7
"improved",5
"improvements",3
"improving",6
"improvised",1
"inaccuracies",1
"inaccurate",2
"inaction",5
"inadequate",1
"inall",1
"inaugural",1
"inauguration",1
"incandescent",2
"incarcerated",3
"incarcerates",2
"incarceration",10
"incentive",1
"incentives",5
"incentivized",1
"incest",15
"inch",3
"inches",9
"incidence",1
"incident",4
"incidentally",1
"incidents",11
"incl",1
"include",18
"included",13
"includes",29
"including",71
"income",166
"incomeearners",1
"incomes",11
"incometax",2
"incoming",4
"incompetence",1
"inconsistent",1
"inconsistently",1
"incontrovertible",1
"inconvenience",1
"inconvenient",1
"incorporated",1
"incorporates",1
"incorrectly",1
"increase",156
"increased",85
"increases",49
"increasing",19
"increasingly",2
"incredible",1
"incredibly",3
"increment",1
"incriminate",1
"incubate",1
"incubators",1
"incumbent",8
"incumbents",4
"incurred",1
"indebtedness",1
"indeed",4
"indefinite",1
"indefinitely",2
"indentured",1
"independence",7
"independent",25
"independently",1
"independents",3
"index",1
"indexed",1
"india",12
"indiana",14
"indianas",2
"indias",1
"indicate",8
"indicated",1
"indicates",1
"indicating",2
"indication",2
"indicative",1
"indicator",1
"indicators",3
"indicted",2
"indictment",1
"indigent",1
"individual",34
"individually",1
"individuals",22
"indonesian",1
"indoor",1
"industrial",3
"industrialized",8
"industrialsize",1
"industries",7
"industry",52
"ineffective",4
"inefficiencies",1
"ineligible",2
"inequality",8
"ineradicably",1
"inexpensive",1
"infant",4
"infanticide",1
"infants",3
"infarction",1
"infected",3
"infection",1
"infections",1
"infectious",1
"infects",1
"infestations",1
"infested",1
"infill",1
"infinite",1
"inflammatory",1
"inflated",1
"inflating",2
"inflation",18
"inflationadjusted",2
"inflationary",2
"influence",11
"influx",1
"info",1
"infomercials",1
"inform",2
"informal",1
"information",17
"informational",1
"informed",1
"infractions",1
"infrastructural",1
"infrastructure",14
"infusion",2
"ingles",1
"inhabited",1
"inherit",1
"inheritance",3
"inherited",12
"inintellectual",1
"initial",2
"initially",9
"initials",1
"initiated",2
"initiative",6
"injected",2
"injecting",1
"injured",3
"injuries",6
"injury",3
"inland",1
"inmate",4
"inmates",9
"inmigration",1
"inner",1
"innercity",2
"innocent",4
"innovation",3
"inperson",2
"input",5
"inquiry",1
"insecure",2
"insecurity",2
"inserted",1
"inserts",1
"inside",10
"insider",6
"insiders",1
"insidious",1
"insinuating",1
"insist",1
"insisting",1
"inspect",3
"inspected",4
"inspection",3
"inspections",4
"inspector",1
"inspirational",1
"inspired",2
"instability",2
"installation",2
"installations",2
"installed",5
"installing",1
"installment",1
"instance",3
"instances",2
"instant",2
"instate",17
"instead",19
"instill",1
"institute",2
"instituted",1
"institutes",3
"instituting",2
"institution",6
"institutionalization",1
"institutions",12
"instructed",2
"instruction",2
"instructional",2
"instructions",2
"instructor",1
"instructors",1
"insufficient",2
"insulted",1
"insurance",205
"insuranceud",1
"insure",2
"insured",6
"insurer",1
"insurers",4
"insures",1
"insurgents",1
"intact",2
"integrated",1
"integrity",1
"intel",1
"intellectually",1
"intelligence",13
"intelligent",2
"intended",8
"intends",2
"intensive",1
"intent",1
"intention",1
"intentional",1
"intentionally",1
"intentions",1
"interactive",1
"interceptions",1
"interchange",1
"intercity",1
"interest",37
"interesting",1
"interestingly",2
"interests",13
"interestspoliticians",1
"intergovernmental",1
"interim",2
"interior",5
"interlink",1
"internal",7
"international",28
"internationally",1
"interned",1
"internet",21
"internment",2
"interpol",1
"interrogation",1
"interrogations",1
"intersections",1
"intersects",1
"interstate",3
"interstates",1
"intervene",1
"intervened",3
"intervenors",1
"intervention",1
"interview",14
"interviewed",1
"interviewer",1
"interviewers",1
"intestinal",1
"intimacy",1
"intimate",1
"intimidated",1
"intimidation",1
"intolerable",1
"intrinsically",1
"introduce",1
"introduced",13
"introducing",1
"intrusive",1
"inundated",1
"invade",2
"invaded",2
"invaders",1
"invades",1
"invasion",2
"invasionwrote",1
"invasive",3
"invent",1
"invented",11
"inventing",1
"inventory",1
"inversions",1
"invest",4
"invested",15
"investigate",4
"investigated",5
"investigating",1
"investigation",18
"investigations",7
"investigative",2
"investigators",2
"investment",20
"investments",7
"investors",5
"invests",1
"invitation",1
"invite",3
"invited",5
"inviteonly",1
"invites",1
"invocation",1
"invoked",1
"involuntarily",1
"involve",5
"involved",16
"involvement",2
"involves",1
"involving",3
"iota",1
"iowa",17
"iowas",2
"ipab",1
"ipad",2
"ipads",1
"iphone",1
"iphones",1
"ipod",1
"ipods",1
"ira",1
"iran",63
"iranbacked",1
"iranian",8
"iranians",5
"irans",13
"iraq",89
"iraqi",4
"iraqis",2
"ireland",3
"iron",4
"ironic",1
"irrefutable",1
"irregular",1
"irresponsible",2
"irs",36
"irving",1
"isakson",4
"isaksons",1
"isd",1
"isfighting",1
"isil",2
"isis",43
"isisoil",1
"isisrelated",1
"isissends",1
"islam",5
"islamabad",1
"islamic",25
"islamism",1
"islamist",4
"island",92
"islandbased",1
"islander",1
"islanders",6
"islands",13
"isleading",1
"ismore",1
"isner",1
"isnt",19
"isnumber",1
"isolated",2
"isone",1
"israel",29
"israelfor",1
"israeli",4
"israels",1
"issue",31
"issued",16
"issues",20
"isthe",1
"istheone",1
"isto",1
"isunder",1
"italians",1
"itd",1
"item",3
"items",4
"ive",59
"ivory",1
"jack",11
"jacket",1
"jackow",1
"jackson",3
"jacky",1
"jackyrosen",1
"jacobs",2
"jail",28
"jailed",2
"jailing",2
"jakarta",1
"james",6
"jamieradtke",1
"jammed",1
"jan",6
"jana",1
"jane",1
"janice",1
"janitor",2
"january",23
"japan",10
"japanese",3
"jared",1
"jason",9
"jasper",1
"jay",1
"jayz",1
"jazzercise",1
"jeanne",7
"jeb",24
"jeeps",1
"jeff",20
"jefferson",7
"jefffitzgerald",1
"jenkinsons",1
"jennifer",4
"jensen",1
"jeopardize",3
"jeopardizing",1
"jeopardy",2
"jerry",6
"jersey",75
"jerseyans",4
"jerseycomeback",1
"jerseys",12
"jerusalem",1
"jessens",1
"jessica",2
"jesus",3
"jet",7
"jetliner",1
"jets",2
"jewish",6
"jews",5
"jfk",1
"jihad",2
"jihadi",1
"jihadists",2
"jill",1
"jim",34
"jimmy",8
"jims",1
"jindals",1
"joanne",4
"job",159
"jobdevelopment",1
"jobfriendly",1
"jobkiller",2
"jobkilling",4
"jobless",7
"joblessness",2
"jobs",477
"jobsdidnt",1
"jobsforlife",1
"jobstn",1
"jody",1
"joe",42
"john",144
"johnboehner",1
"johnkasichs",1
"johnny",3
"johns",1
"johnson",28
"johnsons",3
"johnsontrumpclinton",1
"johnsonweld",1
"johnston",1
"join",7
"joined",10
"joining",1
"joint",4
"joke",1
"jokes",1
"joking",1
"jolly",5
"jollys",1
"jon",13
"jonathan",1
"jones",8
"jongll",1
"joni",4
"jordan",1
"jorge",1
"jorgeelorza",1
"jose",2
"josef",1
"josephine",1
"josh",9
"journal",1
"journalists",2
"journalsurprisingly",1
"jrs",1
"json",29
"jtrump",1
"juarez",2
"judas",1
"judeochristian",1
"judge",17
"judged",1
"judges",15
"judgment",3
"judgments",1
"judicial",11
"judiciary",1
"judithanne",1
"juice",3
"julia",1
"julie",5
"julin",1
"julio",1
"july",8
"jumbo",1
"jump",1
"jumped",8
"jumpstart",1
"jumpstarting",1
"june",13
"jungles",1
"junk",1
"junkbond",1
"junket",4
"junkyard",1
"jurisdiction",1
"jurisdictions",2
"jurors",1
"jury",1
"just",226
"justice",34
"justicedesignate",1
"justices",5
"justification",1
"justified",4
"justify",3
"justin",3
"juvenile",1
"juveniles",1
"kagan",9
"kagen",1
"kaine",19
"kaines",1
"kamala",1
"kander",4
"kansans",1
"kansas",4
"kanter",1
"kaptur",4
"karen",2
"kasich",14
"kasichs",9
"kasim",3
"kathie",1
"kathleen",7
"kathryn",2
"kathy",2
"katie",2
"katko",1
"katrina",6
"katy",1
"kay",7
"kean",2
"keane",1
"keating",2
"keene",1
"keep",73
"keeper",1
"keeping",7
"keeps",3
"keepsome",1
"keffer",1
"keith",2
"kelli",1
"kelly",9
"kelo",1
"kelodecision",1
"kemp",2
"ken",16
"kendrick",6
"kennedy",11
"kennedys",2
"kennels",1
"kenneth",1
"kenney",1
"kenosha",3
"kentuckian",1
"kentuckians",2
"kentucky",5
"kenya",7
"kenyan",1
"kenyon",1
"kept",8
"kerry",8
"kesha",1
"kewpie",1
"key",12
"keys",1
"keystone",20
"keystonexl",1
"khalid",1
"khamenei",2
"khans",1
"khruschev",1
"khrushchev",2
"kick",2
"kickbacks",1
"kicked",2
"kicker",3
"kicking",4
"kid",6
"kidding",1
"kidfriendly",1
"kidnapped",1
"kidnapping",6
"kidney",1
"kids",58
"kihuen",1
"kill",33
"killed",56
"killeen",1
"killer",3
"killers",1
"killing",10
"killings",1
"kills",5
"kilmartin",3
"kim",3
"kind",24
"kindergarten",7
"kindergartners",1
"kinds",10
"king",17
"kings",1
"kingston",7
"kinkel",1
"kip",1
"kirk",4
"kirkpatrick",2
"kirks",1
"kiss",1
"kit",1
"kitchens",1
"kiters",1
"kits",4
"kittens",2
"kitzhaber",5
"kitzhabers",1
"kkk",2
"klan",2
"klein",3
"kloppenburg",3
"kloppenburgs",1
"klux",2
"kneel",1
"knew",8
"knife",2
"knights",1
"knives",1
"knocks",1
"knopp",1
"know",97
"knowing",3
"knowledge",5
"known",12
"knows",6
